name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,skill_level,fatigue_score,stimulus_score,sfr_ratio,axial_load,recovery_time_hours,order_priority,gifUrl,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_seconds,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_seconds,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_seconds,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_seconds,Endurance_sets,General_min_reps,General_max_reps,General_rest_seconds,General_sets,contraindications,instructions
Pause Squat – Barbell,glutes|lower back|quadriceps|adductors,calves,barbell,compound,,squat,3,strength,intermediate,10,10,1.0,9,72,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,"Start with your feet shoulder-width apart, your toes pointing slightly outward, and the barbell on your shoulders. | Lower your body into a squat position, keeping your back straight and your knees tracking with your toes. | Pause at the bottom of the squat for 2-3 seconds. | Slowly rise back up to the starting position. | Repeat."
Pec Deck,chest,shoulders,machine,isolation,,horizontal_push,3,strength,beginner,2,9,4.5,0,48,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Sit on the Pec Deck machine with your back flat against the backrest and your feet firmly on the floor. | Adjust the seat height so that the handles are at chest level. | Grasp the handles with an overhand grip, keeping your elbows slightly bent. | Exhale and push the handles together in front of your chest, squeezing your chest muscles. | Hold the contraction for a second, then slowly release the handles back to the starting position. | Repeat for the desired number of repetitions."
Pendlay Row,lats|shoulders|traps,biceps|forearms|lower back|shoulders,barbell,compound,,horizontal_pull,3,strength,intermediate,8,9,1.12,6,48,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,bicep_tendinitis|lower_back_injury,"Load a barbell with weights on the floor. | Stand with your feet shoulder-width apart and your knees slightly bent. | Bend forward at the hips, keeping your back straight and parallel to the ground. | Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Keeping your upper body still and your elbows close to your body, pull the barbell up towards your chest, squeezing your shoulder blades together. | Lower the barbell all the way back down to the floor. Completely release the tension of the weight for a brief moment while maintaining control and keeping your back straight. | Repeat for the desired number of repetitions."
Perfect Hang,forearms|lats,abdominals|biceps|chest|traps,body only,compound,,other,3,strength,intermediate,4,5,1.25,2,36,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Grasp a pull-up bar with both hands at shoulder-width apart using an overhand grip. | Hang from the bar with your feet off the ground and your arms fully extended. | Engage your shoulder blades by pulling them back and down to stabilize your shoulders and upper back. | Lean back slightly to bring your chest parallel to the ground and your torso at a 45° angle to the ground. | Curl your legs backwards. Imagine your body as the curve on the letter ""D"" if you were to see yourself from the side. | Breathe deeply and hold the hang for as long as you can manage comfortably, ensuring your shoulder blades remain engaged."
Physioball Hip Bridge,glutes,hamstrings,exercise ball,compound,push,other,2,strength,beginner,4,5,1.25,2,24,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,,"Lay on a ball so that your upper back is on the ball with your hips unsupported. Both feet should be flat on the floor, hip width apart or wider. This will be your starting position. | Begin by extending the hips using your glutes and hamstrings, raising your hips upward as you bridge. | Pause at the top of the motion and return to the starting position."
Pin Presses,triceps,chest|forearms|lats|middle back|shoulders,barbell,compound,push,horizontal_push,3,powerlifting,intermediate,8,9,1.12,3,48,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Pin presses remove the eccentric phase of the bench press, developing starting strength. They also allow you to train a desired range of motion. | The bench should be set up in a power rack. Set the pins to the desired point in your range of motion, whether it just be lockout or an inch off of your chest. The bar should be moved to the pins and prepared for lifting. | Begin by lying on the bench, with the bar directly above the contact point during your regular bench. Tuck your feet underneath you and arch your back. Using the bar to help support your weight, lift your shoulder off the bench and retract them, squeezing the shoulder blades together. Use your feet to drive your traps into the bench. Maintain this tight body position throughout the movement. | You can take a standard bench grip, or shoulder width to focus on the triceps. The bar, wrist, and elbow should stay in line at all times. Focus on squeezing the bar and trying to pull it apart. | Drive the bar up with as much force as possible. The elbows should be tucked in until lockout. | Return the bar to the pins, pausing before beginning the next repetition."
Plank,abdominals,,body only,isolation,static,core_flexion,2,strength,beginner,1,5,5.0,1,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,"Get into a prone position on the floor, supporting your weight on your toes and your forearms. Your arms are bent and directly below the shoulder. | Keep your body straight at all times, and hold this position as long as possible. To increase difficulty, an arm or leg can be raised."
Plank - BOSU,abdominals|lower back,abdominals|shoulders,body only,compound,,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,Place a BOSU ball on the ground with the flat side facing up. | Assume a plank position with your forearms on the BOSU ball and your toes on the ground. | Engage your core and keep your body in a straight line from head to heels. | Hold the position for the desired amount of time. | Release the position by lowering your knees to the ground.
Plank Pull Through,abdominals|shoulders,chest|lower back|abdominals,body only,compound,,hip_hinge,3,strength,intermediate,9,9,1.0,9,72,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,disc_herniation|lower_back_injury|sciatica,"Start in a high plank position with your hands positioned directly under your shoulders, feet slightly wider than hip-width apart, and a dumbbell or kettlebell placed on the floor on one side of your body at sternum-level. | Reach under your torso with your opposite hand to grab the dumbbell. | Pull the weight across the floor to the other side of your body while keeping your hips as stable as possible. | Place the weight on the floor and return your hand to the starting plank position. | Repeat the movement by reaching with the other hand to pull the dumbbell back to the starting side. | Continue alternating sides for the desired number of reps or time duration."
Plate Front Raise,shoulders,shoulders,body only,isolation,,shoulder_raise,3,strength,intermediate,1,6,6.0,1,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,rotator_cuff_tear|shoulder_impingement,"Stand with your feet shoulder-width apart and hold a weight plate with both hands in front of your thighs. | Keep your arms straight and slowly raise the weight plate up to shoulder level, making sure to keep your core engaged and your back straight. | Pause for a moment at the top of the movement, then slowly lower the weight plate back down to the starting position. | Repeat for the desired number of repetitions."
Plate Pinch,forearms,,other,isolation,static,other,3,strength,intermediate,2,5,2.5,2,36,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,,Grab two wide-rimmed plates and put them together with the smooth sides facing outward | Use your fingers to grip the outside part of the plate and your thumb for the other side thus holding both plates together. This is the starting position. | Squeeze the plate with your fingers and thumb. Hold this position for as long as you can. | Repeat for the recommended amount of sets prescribed in your program. | Switch arms and repeat the movements.
Plate Twist,abdominals,,other,compound,pull,core_flexion,3,strength,intermediate,3,5,1.67,1,24,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,diastasis_recti|disc_herniation|lower_back_injury,Lie down on the floor or an exercise mat with your legs fully extended and your upper body upright. Grab the plate by its sides with both hands out in front of your abdominals with your arms slightly bent. | Slowly cross your legs near your ankles and lift them up off the ground. Your knees should also be bent slightly. Note: Move your upper body back slightly to help keep you balanced turning this exercise. This is the starting position. | Move the plate to the left side and touch the floor with it. Breathe out as you perform that movement. | Come back to the starting position as you breathe in and then repeat the movement but this time to the right side of the body. Tip: Use a slow controlled movement at all times. Jerking motions can injure the back. | Repeat for the recommended amount of repetitions.
Platform Hamstring Slides,hamstrings,glutes,other,isolation,pull,knee_flexion,2,strength,beginner,2,6,3.0,0,24,5,,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3,hamstring_strain|knee_injury,"For this movement a wooden floor or similar is needed. Lay on your back with your legs extended. Place a gym towel or a light weight underneath your heel. This will be your starting position. | Begin the movement by flexing the knee, keeping your other leg straight. | Continue bringing the heel closer to you, sliding it on the floor. | At full knee flexion, reverse the movement to return to the starting position."
Plie Dumbbell Squat,quadriceps,abdominals|calves|glutes|hamstrings,dumbbell,compound,push,squat,2,strength,beginner,9,10,1.11,8,60,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,hip_impingement|knee_injury|lower_back_injury,Hold a dumbbell at the base with both hands and stand straight up. Move your legs so that they are wider than shoulder width apart from each other with your knees slightly bent. | Your toes should be facing out. Note: Your arms should be stationary while performing the exercise. This is the starting position. | Slowly bend the knees and lower your legs until your thighs are parallel to the floor. Make sure to inhale as this is the eccentric part of the exercise. | Press mainly with the heel of the foot to bring the body back to the starting position while exhaling. | Repeat for the recommended amount of repetitions.
Plyo Kettlebell Pushups,chest,shoulders|triceps,kettlebell,compound,push,horizontal_push,5,strength,advanced,7,8,1.14,2,60,2,,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3,pec_tear|rotator_cuff_tear|shoulder_impingement,"Place a kettlebell on the floor. Place yourself in a pushup position, on your toes with one hand on the ground and one hand holding the kettlebell, with your elbows extended. This will be your starting position. | Begin by lowering yourself as low as you can, keeping your back straight. | Quickly and forcefully reverse direction, pushing yourself up to the other side of the kettlebell, switching hands as you do so. Continue the movement by descending and repeating the movement back and forth."
