name,targetMuscles,bodyParts,equipments,secondaryMuscles,instructions,movement_pattern,difficulty_level,exercise_type,recommended_rep_min,recommended_rep_max,rest_seconds,unilateral,metabolic_load_score
dumbbell seated preacher curl,biceps,upper arms,dumbbell,forearms,"Step:1 Sit on a preacher curl bench with your feet flat on the floor. Step:2 Hold a dumbbell in one hand with an underhand grip, resting your upper arm against the preacher pad. Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbell back down to the starting position. Step:5 Repeat for the desired number of repetitions, then switch arms.",isolation,intermediate,isolation,11,12,63,False,3
weighted front raise,delts,shoulders,weighted,biceps|forearms,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs. Step:2 Keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level. Step:3 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. Step:4 Repeat for the desired number of repetitions.",general,intermediate,isolation,11,14,54,False,5
reverse dip,triceps,upper arms,body weight,chest|shoulders,"Step:1 Position yourself between two parallel bars with your arms fully extended and your body straight. Step:2 Lower your body by bending your elbows until your upper arms are parallel to the ground. Step:3 Pause for a moment, then push yourself back up to the starting position by straightening your arms. Step:4 Repeat for the desired number of repetitions.",general,intermediate,compound,8,12,108,False,6
dumbbell seated reverse grip one arm overhead tricep extension,triceps,upper arms,dumbbell,shoulders,"Step:1 Sit on a bench with your back straight and feet flat on the ground. Step:2 Hold a dumbbell with an underhand grip and extend your arm straight up overhead. Step:3 Lower the dumbbell behind your head by bending your elbow, keeping your upper arm stationary. Step:4 Pause for a moment, then extend your arm back up to the starting position. Step:5 Repeat for the desired number of repetitions, then switch arms.",isolation,intermediate,isolation,12,12,73,False,4
kettlebell one arm push press,delts,shoulders,kettlebell,triceps|core,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder level. Step:2 Bend your knees slightly and engage your core. Step:3 Press the kettlebell overhead by extending your arm and fully extending your legs. Step:4 Lower the kettlebell back to the starting position by bending your knees and bringing the kettlebell back to your shoulder. Step:5 Repeat for the desired number of repetitions, then switch sides.",vertical_push,intermediate,compound,6,12,91,False,7
dumbbell alternate seated hammer curl,biceps,upper arms,dumbbell,forearms,"Step:1 Sit on a bench with a dumbbell in each hand, palms facing your torso and arms extended down. Step:2 Keep your back straight and your elbows close to your torso. Step:3 Exhale and curl the dumbbell in your right hand towards your shoulder, keeping your upper arm stationary. Step:4 Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. Step:5 Pause for a brief moment, then inhale and slowly lower the dumbbell back to the starting position. Step:6 Repeat the movement with your left arm. Step:7 Continue alternating arms for the desired number of repetitions.",isolation,intermediate,isolation,12,15,72,False,5
reverse grip pull-up,lats,back,body weight,biceps|forearms,"Step:1 Grab the pull-up bar with an underhand grip, hands shoulder-width apart. Step:2 Hang from the bar with your arms fully extended and your body straight. Step:3 Engage your back muscles and pull your body up towards the bar, leading with your chest. Step:4 Continue pulling until your chin is above the bar. Step:5 Pause for a moment at the top, then slowly lower your body back down to the starting position. Step:6 Repeat for the desired number of repetitions.",vertical_pull,intermediate,compound,8,10,93,False,6
captains chair straight leg raise,abs,waist,body weight,hip flexors,"Step:1 Sit on the captain's chair with your back against the backrest and your forearms resting on the arm pads. Step:2 Keep your upper body stable and your back straight. Step:3 Engage your abs and lift your legs up in front of you, keeping them straight. Step:4 Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. Step:5 Pause for a moment at the top, then slowly lower your legs back down to the starting position. Step:6 Repeat for the desired number of repetitions.",general,intermediate,isolation,12,15,67,False,5
power clean,hamstrings,upper legs,barbell,glutes|quadriceps|calves,"Step:1 Start with the barbell on the ground in front of you, with your feet shoulder-width apart. Step:2 Bend down and grip the barbell with an overhand grip, slightly wider than shoulder-width apart. Step:3 Keep your back straight and chest up as you lift the barbell off the ground, extending your hips and knees. Step:4 As the barbell reaches your mid-thigh, explosively pull it upwards, shrugging your shoulders and pulling your elbows high and to the sides. Step:5 As the barbell reaches its highest point, quickly drop underneath it, rotating your elbows around and catching the barbell on your shoulders in a front squat position. Step:6 Stand up with the barbell, fully extending your hips and knees. Step:7 Lower the barbell back down to the starting position, keeping control of the weight throughout the movement. Step:8 Repeat for the desired number of repetitions.",general,advanced,compound,7,10,113,False,3
ez bar seated close grip concentration curl,biceps,upper arms,ez barbell,forearms,"Step:1 Sit on a bench with your feet flat on the ground and hold an EZ barbell with an underhand grip. Step:2 Rest your elbow on the inside of your thigh, just above the knee. Step:3 Curl the barbell up towards your shoulder while keeping your upper arm stationary. Step:4 Squeeze your biceps at the top of the movement, then slowly lower the barbell back down to the starting position. Step:5 Repeat for the desired number of repetitions.",isolation,advanced,isolation,11,14,71,False,3
forward lunge (male),glutes,upper legs,body weight,quadriceps|hamstrings|calves,"Step:1 Stand with your feet hip-width apart and hands on your hips. Step:2 Take a big step forward with your right foot, lowering your body into a lunge position. Step:3 Bend your right knee to about 90 degrees, keeping your knee aligned with your ankle. Step:4 Push off with your right foot and return to the starting position. Step:5 Repeat with your left leg, alternating sides for the desired number of repetitions.",lunge,intermediate,compound,7,11,94,True,6
dumbbell alternating bicep curl with leg raised on exercise ball,biceps,upper arms,dumbbell,forearms|shoulders,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing forward. Step:2 Place an exercise ball behind you and position one foot on top of it, keeping your balance. Step:3 With your arms fully extended and elbows close to your sides, curl one dumbbell towards your shoulder while keeping your upper arm stationary. Step:4 Lower the dumbbell back down to the starting position and repeat with the other arm. Step:5 Continue alternating arms for the desired number of repetitions.",isolation,intermediate,isolation,10,13,52,False,5
triceps dip,triceps,upper arms,body weight,chest|shoulders,"Step:1 Sit on the edge of a bench or chair with your hands gripping the edge, fingers pointing forward. Step:2 Slide your butt off the bench, supporting your weight with your hands. Step:3 Bend your elbows and lower your body towards the ground, keeping your back close to the bench. Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position. Step:5 Repeat for the desired number of repetitions.",general,intermediate,compound,8,10,116,False,5
lever seated row,upper back,back,leverage machine,biceps|forearms,"Step:1 Adjust the seat height and footrests to a comfortable position. Step:2 Sit on the machine with your chest against the pad and your feet on the footrests. Step:3 Grasp the handles with an overhand grip, shoulder-width apart. Step:4 Keep your back straight and your core engaged. Step:5 Pull the handles towards your body, squeezing your shoulder blades together. Step:6 Pause for a moment at the peak of the movement. Step:7 Slowly release the handles and return to the starting position. Step:8 Repeat for the desired number of repetitions.",horizontal_pull,beginner,compound,7,11,108,False,5
