exerciseId,name,exerciseType,bodyParts,equipments,targetMuscles,secondaryMuscles,instructions,imageUrl,videoUrl
ktf3nvW,Kettlebell Plyo Push-Up,PLYOMETRICS,CHEST,KETTLEBELL,PECTORALS,TRICEPS|SHOULDERS|CORE,"Step:1 Start in a high plank position with your hands on the kettlebells, shoulder-width apart.|Step:2 Lower your chest towards the ground, keeping your elbows close to your body.|Step:3 Push through your hands explosively, lifting your hands off the kettlebells and extending your arms fully.|Step:4 Land softly back on the kettlebells and immediately lower your chest back down for the next repetition.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/ktf3nvW.gif,
MUic5zN,Single Arm Push-Up,STRENGTH,CHEST,BODY WEIGHT,PECTORALS,TRICEPS|SHOULDERS|CORE,"Step:1 Start in a push-up position with your hands shoulder-width apart and one hand placed slightly wider than the other.|Step:2 Engage your core and lower your body towards the ground by bending your elbows, keeping your back straight.|Step:3 As you lower yourself, shift your weight to one side and lift the opposite arm off the ground, extending it straight out to the side.|Step:4 Push through your chest and triceps to raise your body back up to the starting position, while simultaneously lowering your extended arm back to the ground.|Step:5 Repeat the movement, alternating the arm you extend with each repetition.",https://static.exercisedb.dev/media/MUic5zN.gif,
hl8DUh8,Barbell Decline Wide-Grip Press,STRENGTH,CHEST,BARBELL,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Lie on a decline bench with your feet secured and your head lower than your hips.|Step:2 Grasp the barbell with a wide grip, slightly wider than shoulder-width apart.|Step:3 Lower the barbell to your chest, keeping your elbows out to the sides.|Step:4 Push the barbell back up to the starting position, fully extending your arms.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/hl8DUh8.gif,
SpYC0Kp,Dumbbell Bench Press,STRENGTH,CHEST,DUMBBELL,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.|Step:2 Hold a dumbbell in each hand, with your palms facing forward and your arms extended above your chest.|Step:3 Lower the dumbbells slowly to the sides of your chest, keeping your elbows at a 90-degree angle.|Step:4 Pause for a moment, then push the dumbbells back up to the starting position, fully extending your arms.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/SpYC0Kp.gif,
K3dIO25,Dumbbell Lying One Arm Press V. 2,STRENGTH,CHEST,DUMBBELL,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Lie flat on a bench with your back supported and feet flat on the ground.|Step:2 Hold a dumbbell in one hand with your palm facing towards your feet.|Step:3 Extend your arm straight up towards the ceiling, keeping your elbow slightly bent.|Step:4 Slowly lower the dumbbell down towards your chest, keeping your elbow close to your body.|Step:5 Pause for a moment at the bottom, then push the dumbbell back up to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch to the other arm.",https://static.exercisedb.dev/media/K3dIO25.gif,
KHGNa16,Cable Decline One Arm Press,STRENGTH,CHEST,CABLE,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Adjust the cable machine to a decline position.|Step:2 Stand facing away from the machine and grab the handle with one hand.|Step:3 Position yourself with your back against the decline bench and your arm extended straight in front of you.|Step:4 Bend your elbow and lower the handle towards your chest while keeping your upper arm stationary.|Step:5 Pause for a moment at the bottom, then push the handle back up to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/KHGNa16.gif,
o17Jfkt,Lever Incline Chest Press V. 2,STRENGTH,CHEST,LEVERAGE MACHINE,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Adjust the seat height and backrest angle on the leverage machine to a comfortable position.|Step:2 Sit on the machine with your back against the backrest and your feet flat on the floor.|Step:3 Grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart.|Step:4 Push the handles forward and away from your body until your arms are fully extended, but without locking your elbows.|Step:5 Pause for a moment at the fully extended position, then slowly bend your elbows and lower the handles back towards your chest.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/o17Jfkt.gif,
7saC5zz,Cable Decline Fly,STRENGTH,CHEST,CABLE,PECTORALS,SHOULDERS|TRICEPS,"Step:1 Adjust the cable machine to a decline position.|Step:2 Stand facing away from the machine with your feet shoulder-width apart.|Step:3 Hold the handles with your palms facing forward and your arms extended straight out in front of you.|Step:4 Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion.|Step:5 Pause for a moment at the fully extended position, then slowly return to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/7saC5zz.gif,
DotAgEF,Barbell Reverse Grip Decline Bench Press,STRENGTH,CHEST,BARBELL,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Lie on a decline bench with your feet secured and your head lower than your hips.|Step:2 Grasp the barbell with a reverse grip, slightly wider than shoulder-width apart.|Step:3 Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in.|Step:4 Pause for a moment at the bottom, then push the barbell back up to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/DotAgEF.gif,
ykA5tU7,Chest Stretch With Exercise Ball,STRETCHING,CHEST,STABILITY BALL,PECTORALS,SHOULDERS|TRICEPS,"Step:1 Sit on the stability ball with your feet flat on the ground and your back straight.|Step:2 Hold the exercise ball with both hands and extend your arms straight out in front of you.|Step:3 Slowly bring the exercise ball towards your chest, feeling a stretch in your chest muscles.|Step:4 Hold the stretch for a few seconds, then slowly return to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/ykA5tU7.gif,
Snj1wSv,Plyo Push Up,PLYOMETRICS,CHEST,BODY WEIGHT,PECTORALS,TRICEPS|SHOULDERS|CORE,"Step:1 Start in a high plank position with your hands slightly wider than shoulder-width apart.|Step:2 Lower your chest towards the ground by bending your elbows, keeping your body in a straight line.|Step:3 Push explosively off the ground, using your chest muscles to propel your upper body off the ground.|Step:4 Land softly with your hands back in the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/Snj1wSv.gif,
945zpRg,Barbell Wide Reverse Grip Bench Press,STRENGTH,CHEST,BARBELL,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.|Step:2 Grasp the barbell with a wide reverse grip, slightly wider than shoulder-width apart.|Step:3 Lift the barbell off the rack and hold it directly above your chest with your arms fully extended.|Step:4 Lower the barbell slowly towards your chest, keeping your elbows tucked in and your wrists straight.|Step:5 Pause for a moment when the barbell touches your chest, then push it back up to the starting position.|Step:6 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/945zpRg.gif,
Am02iPd,Dumbbell One Arm Fly On Exercise Ball,STRENGTH,CHEST,DUMBBELL,PECTORALS,SHOULDERS|TRICEPS,"Step:1 Sit on an exercise ball with a dumbbell in one hand and your feet flat on the ground.|Step:2 Walk your feet forward and roll your body down until your upper back is resting on the exercise ball.|Step:3 Extend your arm with the dumbbell straight up above your chest, palm facing inwards.|Step:4 Slowly lower the dumbbell out to the side, keeping a slight bend in your elbow.|Step:5 Pause for a moment, then squeeze your chest muscles to bring the dumbbell back to the starting position.|Step:6 Repeat for the desired number of repetitions, then switch arms.",https://static.exercisedb.dev/media/Am02iPd.gif,
9WTm7dq,Chest Dip,STRENGTH,CHEST,BODY WEIGHT,PECTORALS,TRICEPS|SHOULDERS,Step:1 Position yourself on parallel bars with your arms fully extended and your body straight.|Step:2 Lower your body by bending your elbows until your shoulders are below your elbows.|Step:3 Push yourself back up to the starting position by straightening your arms.|Step:4 Repeat for the desired number of repetitions.,https://static.exercisedb.dev/media/9WTm7dq.gif,
I1OBLnn,Weighted Svend Press,STRENGTH,CHEST,WEIGHTED,PECTORALS,SHOULDERS|TRICEPS,"Step:1 Stand with your feet shoulder-width apart and hold a weight plate in front of your chest with both hands.|Step:2 Keep your elbows slightly bent and your palms facing each other.|Step:3 Press the weight plate straight out in front of you, fully extending your arms.|Step:4 Pause for a moment at the end of the movement, then slowly bring the weight plate back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/I1OBLnn.gif,
rDAiRf9,Dumbbell Incline One Arm Press,STRENGTH,CHEST,DUMBBELL,PECTORALS,SHOULDERS|TRICEPS,"Step:1 Sit on an incline bench with a dumbbell in one hand, resting on your thigh.|Step:2 Lie back on the bench and position the dumbbell at shoulder level, palm facing forward.|Step:3 Press the dumbbell upward and slightly inward, extending your arm fully.|Step:4 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.|Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",https://static.exercisedb.dev/media/rDAiRf9.gif,
tgryw5Y,Push-Up (On Stability Ball),STRENGTH,CHEST,STABILITY BALL,PECTORALS,TRICEPS|SHOULDERS|CORE,"Step:1 Place the stability ball on the ground and position yourself facing down with your hands on the ball, shoulder-width apart.|Step:2 Extend your legs straight out behind you, balancing on your toes.|Step:3 Engage your core and lower your chest towards the ball by bending your elbows, keeping your body in a straight line.|Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/tgryw5Y.gif,
rWoBmi5,Korean Dips,STRENGTH,CHEST,BODY WEIGHT,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Position yourself between two parallel bars with your arms extended and supporting your body weight.|Step:2 Lower your body by bending your elbows until your upper arms are parallel to the ground.|Step:3 Pause for a moment, then push yourself back up to the starting position by straightening your arms.|Step:4 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/rWoBmi5.gif,
9XjtHvS,Dumbbell Pullover,STRENGTH,CHEST,DUMBBELL,PECTORALS,LATISSIMUS DORSI|TRICEPS,"Step:1 Lie flat on a bench with your head at one end and your feet on the floor.|Step:2 Hold a dumbbell with both hands and extend your arms straight above your chest.|Step:3 Keeping a slight bend in your elbows, slowly lower the dumbbell behind your head until you feel a stretch in your chest and shoulders.|Step:4 Pause for a moment, then raise the dumbbell back to the starting position.|Step:5 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/9XjtHvS.gif,
XgWyAiA,Chest Dip (On Dip-Pull-Up Cage),STRENGTH,CHEST,BODY WEIGHT,PECTORALS,TRICEPS|SHOULDERS,"Step:1 Adjust the dip bars to a height that allows you to comfortably grip them.|Step:2 Stand between the bars and place your hands on each bar, slightly wider than shoulder-width apart.|Step:3 Jump up and straighten your arms, supporting your body weight on the bars.|Step:4 Bend your knees and cross your ankles behind you.|Step:5 Lower your body by bending your elbows, keeping your chest up and your shoulders down.|Step:6 Continue lowering until your shoulders are below your elbows or until you feel a stretch in your chest.|Step:7 Push through your palms and extend your elbows to raise your body back up to the starting position.|Step:8 Repeat for the desired number of repetitions.",https://static.exercisedb.dev/media/XgWyAiA.gif,
