name,primaryMuscles,secondaryMuscles,equipment,mechanic,force,movement_pattern,difficulty_level,category,instructions,order_priority,goal_Strength,goal_Muscle,goal_WeightLoss,goal_Endurance,goal_General,Strength_min_reps,Strength_max_reps,Strength_rest_s,Strength_sets,Muscle_min_reps,Muscle_max_reps,Muscle_rest_s,Muscle_sets,WeightLoss_min_reps,WeightLoss_max_reps,WeightLoss_rest_s,WeightLoss_sets,Endurance_min_reps,Endurance_max_reps,Endurance_rest_s,Endurance_sets,General_min_reps,General_max_reps,General_rest_s,General_sets
Calf Raise On A Dumbbell,calves,,dumbbell,isolation,push,calf,3,strength,"Hang on to a sturdy object for balance and stand on a dumbbell handle, preferably one with round plates so that it rolls as in this manner you have to work harder to stabilize yourself; thus increasing the effectiveness of the exercise. Now roll your foot slightly forward so that you can get a nice stretch of the calf. This will be your starting position. Lift the calf as you roll your foot over the top of the handle so that you get a full extension. Exhale during the execution of this movement. Contract the calf hard at the top and hold for a second. Tip: As you come up, roll the dumbbell slightly backward. Now inhale as you roll the dumbbell slightly forward as you come down to get a better stretch. Repeat for the recommended amount of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Calf Raises - With Bands,calves,,bands,isolation,push,calf,2,strength,"Grab an exercise band and stand on it with your toes making sure that the length of the band between the foot and the arms is the same for both sides. While holding the handles of the band, raise the arms to the side of your head as if you were getting ready to perform a shoulder press. The palms should be facing forward with the elbows bent and to the sides. This movement will create tension on the band. This will be your starting position. Keeping the hands by your shoulder, stand up on your toes as you exhale and contract the calves hard at the top of the movement. After a one second contraction, slowly go back down to the starting position. Repeat for the recommended amount of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Car Deadlift,quadriceps,forearms|glutes|hamstrings|lower back|traps,other,compound,pull,hip_hinge,3,strongman,"This event apparatus typically has neutral grip handles, however some have a straight bar that you can approach like a normal deadlift. The apparatus can be loaded with a vehicle or other heavy objects such as tractor tires or kegs. Center yourself between the handles if you are a strong squatter, or back a couple inches if you are a strong deadlifter. You feet should be about hip width apart. Bend at the hip to grip the handles. With your feet and your grip set, take a big breath and then lower your hips and flex the knees. Look forward with your head, keep your chest up and your back arched, and begin driving through the heels to move the weight upward. As the weight comes up, pull your shoulder blades together as you drive your hips forward. Lower the weight by bending at the hips and guiding it to the floor.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Car Drivers,shoulders,forearms,barbell,isolation,push,shoulder_raise,2,strength,"While standing upright, hold a barbell plate in both hands at the 3 and 9 o'clock positions. Your palms should be facing each other and your arms should be extended straight out in front of you. This will be your starting position. Initiate the movement by rotating the plate as far to one side as possible. Use the same type of movement you would use to turn a steering wheel to one side. Reverse the motion, turning it all the way to the opposite side. Repeat for the recommended amount of repetitions.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Carioca Quick Step,adductors,abdominals|abductors|calves|glutes|hamstrings|quadriceps,body only,compound,,other,2,plyometrics,"Begin with your feet a few inches apart and your left arm up in a relaxed, athletic position. With your right foot, quick step behind and pull the knee up. Fire your arms back up when you pull the right knee, being sure that your knee goes straight up and down. Avoid turning your feet as you move and continue to look forward as you move to the side.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Catch and Overhead Throw,lats,abdominals|chest|shoulders,medicine ball,compound,push,horizontal_pull,2,plyometrics,"Begin standing while facing a wall or a partner. Using both hands, position the ball behind your head, stretching as much as possible, and forcefully throw the ball forward. Ensure that you follow your throw through, being prepared to receive your rebound from your throw. If you are throwing against the wall, make sure that you stand close enough to the wall to receive the rebound, and aim a little higher than you would with a partner.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Chain Handle Extension,triceps,,other,isolation,push,elbow_extension,3,powerlifting,"You will need two cable handle attachments and a flat bench, as well as chains, for this exercise. Clip the middle of the chains to the handles, and position yourself on the flat bench. Your elbows should be pointing straight up. Begin by extending through the elbow, keeping your upper arm still, with your wrists pronated. Pause at the lockout, and reverse the motion to return to the starting position.",5,5,9,7,8,7,6,10,120,3,10,15,60,3,15,25,30,3,20,30,20,2,10,15,60,3
Chain Press,chest,shoulders|triceps,other,compound,push,horizontal_push,3,powerlifting,"Begin by connecting the chains to the cable handle attachments. Position yourself on the flat bench in the same position as for a dumbbell press. Your wrists should be pronated and arms perpendicular to the floor. This will be your starting position. Lower the chains by flexing the elbows, unloading some of the chain onto the floor. Continue until your elbow forms a 90 degree angle, and then reverse the motion by extending through the elbow to lockout.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Chair Squat,quadriceps,calves|glutes|hamstrings,machine,compound,push,squat,2,strength,"To begin, first set the bar to a position that best matches your height. Once the bar is loaded, step under it and position it across the back of your shoulders. Take the bar with your hands facing forward, unlock it and lift it off the rack by extending your legs. Move your feet forward about 18 inches in front of the bar. Position your legs using a shoulder width stance with the toes slightly pointed out. Look forward at all times and maintain a neutral or slightly arched spine. This will be your starting position. Slowly lower the bar by bending the knees as you maintain a straight posture with the head up. Continue down until the angle between the upper and lower leg breaks 90 degrees. Begin to raise the bar as you exhale by pushing the floor with the heels of your feet, extending the knees and returning to the starting position. Repeat for the recommended amount of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Chest Push from 3 point stance,chest,abdominals|shoulders|triceps,medicine ball,compound,push,horizontal_push,2,plyometrics,"Begin in a three point stance, squatted down with your back flat and one hand on the ground. Place the medicine ball directly in front of you. To begin, take your first step as you pull the ball to your chest, positioning both hands to prepare for the throw. As you execute the second step, explosively release the ball forward as hard as possible.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Chest Push (multiple response),chest,abdominals|shoulders|triceps,medicine ball,compound,push,horizontal_push,2,plyometrics,"Begin in a kneeling position facing a wall or utilize a partner. Hold the ball with both hands tight into the chest. Execute the pass by exploding forward and outward with the hips while pushing the ball as hard as possible. Follow through by falling forward, catching yourself with your hands. Immediately return to an upright position. Repeat for the desired number of repetitions.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
Chest Push (single response),chest,abdominals|shoulders|triceps,medicine ball,compound,push,horizontal_push,2,plyometrics,"Begin in a kneeling position holding the medicine ball with both hands tightly into the chest. Execute the pass by exploding forward and outward with the hips while pushing the ball as far as possible. Follow through by falling forward, catching yourself with your hands.",2,9,8,7,6,8,3,6,180,4,8,12,90,3,12,20,45,3,15,25,30,3,8,15,60,3
