sample_id,type,user_message,model_output
132,injury,"Adjust training for shoulder issue
[Context] Level: Beginner | Goal: Strength | Days: 6 | Injury: shoulder(severe,8/10) | Equipment: medicine ball,machine,kettlebells,e-z curl bar,bands,exercise ball","PLAN:6d PPL x2|Strength|Beginner|12w
INJ:shoulder(severe,8/10):skip all shoulder-dominant exercises
FB:much harder pref,rating 3.8,33 sessions
---
D1:Push A[chest,shoulders,triceps]49min
1.Skull Crusher – Cable with Rope|4x3-6|180s|C|RPE8|cable
2.Smith Machine Decline Press|4x3-6|180s|C|RPE8|machine
3.One-Arm Kettlebell Snatch|4x3-6|180s|C|RPE8|kettlebells|*MODIFIED
4.Reverse Grip Triceps Pushdown|3x6-10|120s|I|RPE8|cable
---
D2:Pull A[lats,middle back,biceps]43min
1.Single Arm Half Kneeling High Row – Cable|4x3-6|180s|C|RPE6|cable
2.Seated Cable Rows|4x3-6|180s|C|RPE8|cable
3.Rocky Pull-Ups/Pulldowns|4x3-6|180s|C|RPE7|cable
4.Wide-Grip Rear Pull-Up|4x3-6|180s|C|RPE6|body only
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
6.Pronated Grip Lat Pulldown|4x3-6|180s|C|RPE8|cable
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]65min
1.Leg Press – Machine|4x3-6|180s|C|RPE8|machine
2.Squat – Smith Machine|4x3-6|180s|C|RPE8|machine
3.Reverse Hyperextension|4x3-6|180s|C|RPE8|machine
4.Single-Leg Romanian Deadlift Jump|4x3-6|180s|C|RPE8|body only
5.Lunge Sprint|4x3-6|180s|C|RPE8|machine
6.Single-Arm Front Rack Contralateral Walking Lunge – Kettlebell|4x3-6|180s|C|RPE6|kettlebells
---
D4:Push B[chest,shoulders,triceps]51min
1.Skull Crusher – Cable with Rope|4x3-6|180s|C|RPE7|cable
2.Butterfly|3x6-10|120s|I|RPE6|machine
3.Medicine Ball Scoop Throw|4x3-6|180s|C|RPE8|medicine ball|*MODIFIED
4.Overhead Tricep Extension – Bodyweight|3x6-10|120s|I|RPE6|body only
---
D5:Pull B[middle back,lats,biceps]60min
1.Supine One-Arm Overhead Throw|4x3-6|180s|C|RPE6|medicine ball
2.Monkey Row|4x3-6|180s|C|RPE6|body only|*MODIFIED
3.V-Bar Pullup|4x3-6|180s|C|RPE6|body only
4.Chin-Up|4x3-6|180s|C|RPE7|body only
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE6|kettlebells
6.Leverage High Row|4x3-6|180s|C|RPE6|machine
---
D6:Legs B[hamstrings,glutes,calves]60min
1.Pull Through|4x3-6|180s|C|RPE8|cable
2.Lying Hamstring Bridge|4x3-6|180s|C|RPE7|body only
3.One-Arm Row Lunge – Band|4x3-6|180s|C|RPE6|bands
4.Alternating Side Lunge Pull – Plate|4x3-6|180s|C|RPE6|body only
5.Lying Leg Curls|3x6-10|120s|I|RPE7|machine
6.Calf Press On The Leg Press Machine|3x6-10|120s|I|RPE8|machine
---
PROG:Add 2.5-5% weight when hitting top reps
DELOAD:Every 6 weeks: half volume"
133,regular,"Design a 5-day weightloss training split
[Context] Level: Intermediate | Goal: WeightLoss | Days: 5 | Injuries: lower_back(severe,9/10),wrist(mild,1/10) | Equipment: exercise ball,bands,other,kettlebells,body only","PLAN:5d Bro Split|WeightLoss|Intermediate|10w
INJ:lower_back(severe,9/10):skip deadlifts, squats and bent rows entirely;wrist(mild,1/10):use wrist wraps, neutral grip preferred
---
D1:Chest[chest,triceps]59min
1.Close-Grip Push-Up|3x12-20|45s|C|RPE10|body only
2.Chain Press|3x12-20|45s|C|RPE9|other
3.Standing Towel Triceps Extension|3x15-25|30s|I|RPE7|body only
4.Pushups|3x12-20|45s|C|RPE9|body only
5.Overhead Tricep Extension – Bodyweight|3x15-25|30s|I|RPE10|body only
---
D2:Back[lats,middle back,biceps]48min
1.Sled Row|3x12-20|45s|C|RPE10|other
2.Inverted Row with Straps|3x12-20|45s|C|RPE7|other
3.Towel Pull-Up|3x12-20|45s|C|RPE10|body only|*MONITOR
4.One Arm Chin-Up|3x12-20|45s|C|RPE8|other
5.Bottoms-Up Clean From The Hang Position|3x12-20|45s|C|RPE9|kettlebells|*MONITOR
6.Single-Arm Hang – Rings|3x12-20|45s|C|RPE7|body only|*MONITOR
---
D3:Shoulders[shoulders,abdominals]41min
1.Alternating Z Press – Double Kettlebell|3x12-20|45s|C|RPE9|kettlebells
2.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x12-20|45s|C|RPE8|kettlebells|*MODIFIED
3.Shrug –  Trap Bar|3x15-25|30s|I|RPE7|body only
4.Alternate Heel Touchers|3x15-25|30s|I|RPE7|body only
5.Meadows Row|3x12-20|45s|C|RPE10|body only
6.Oblique Crunches - On The Floor|3x15-25|30s|I|RPE9|body only
---
D4:Legs[quadriceps,hamstrings,glutes,calves]51min
1.Calf Raises - With Bands|3x15-25|30s|I|RPE9|bands
2.Alternating Single-Arm Dead Clean to Push Press – Kettlebell|3x12-20|45s|C|RPE10|kettlebells|*MODIFIED
3.Linear Acceleration Wall Drill|3x12-20|45s|C|RPE10|body only|*MODIFIED
4.Burpee – BOSU|3x12-20|45s|C|RPE10|body only|*MODIFIED
5.Balance Board|3x12-20|45s|C|RPE8|other
---
D5:Arms[biceps,triceps,forearms]53min
1.One-Handed Cross-Body Curl|3x15-25|30s|I|RPE9|body only
2.Chain Handle Extension|3x15-25|30s|I|RPE10|other
3.Lateral Raise - With Bands|3x15-25|30s|I|RPE8|bands
4.In-Out Rope Wave|3x12-20|45s|C|RPE7|body only|*MONITOR
5.Standing Towel Triceps Extension|3x15-25|30s|I|RPE7|body only
6.Rope Wave|3x12-20|45s|C|RPE8|body only|*MONITOR
---
PROG:Increase reps before adding weight
DELOAD:Week 10: reduce volume 40%, keep intensity"
134,regular,"Create a 5-day general program
[Context] Level: Advanced | Goal: General | Days: 5 | Body fat: 19.6% (normal) | Muscle mass: 54.8kg (high) | Equipment: exercise ball,other,kettlebells,barbell,body only,dumbbell,medicine ball,machine","PLAN:5d Bro Split|General|Advanced|12w
---
D1:Chest[chest,triceps]68min
1.Extended Range One-Arm Kettlebell Floor Press|3x8-15|60s|C|RPE7|kettlebells
2.Ring Dips|3x8-15|60s|C|RPE7|other
3.Skull Crusher – Barbell|3x8-15|60s|C|RPE7|barbell
4.Bench Press – Machine|3x8-15|60s|C|RPE10|machine
5.Floor Press with Chains|3x8-15|60s|C|RPE8|barbell
---
D2:Back[lats,middle back,biceps]62min
1.Leverage High Row|3x8-15|60s|C|RPE8|machine
2.Drinking Bird Row – Band|3x8-15|60s|C|RPE8|bands
3.Chin-Up|3x8-15|60s|C|RPE10|body only
4.Weighted Pull Ups|3x8-15|60s|C|RPE9|other
5.Wrist Rotations with Straight Bar|3x10-15|60s|I|RPE8|barbell
6.Row – Dumbbell|3x8-15|60s|C|RPE10|dumbbell
---
D3:Shoulders[shoulders,abdominals]56min
1.One-Arm Kettlebell Para Press|3x8-15|60s|C|RPE8|kettlebells
2.Standing Barbell Press Behind Neck|3x8-15|60s|C|RPE9|barbell
3.Dumbbell Scaption|3x10-15|60s|I|RPE9|dumbbell
4.Flutter Kicks|3x8-15|60s|C|RPE10|body only
5.Behind the Neck Press – Barbell|3x8-15|60s|C|RPE8|barbell
6.Decline Reverse Crunch|3x8-15|60s|C|RPE7|body only
---
D4:Legs[quadriceps,hamstrings,glutes,calves]50min
1.Single-Cone Sprint Drill|3x8-15|60s|C|RPE9|other
2.Barbell Side Split Squat|3x8-15|60s|C|RPE7|barbell
3.Hang Power Clean|3x8-15|60s|C|RPE9|body only
4.Barbell Deadlift|3x8-15|60s|C|RPE10|barbell
5.Barbell Lunge|3x8-15|60s|C|RPE10|barbell
6.Lateral Lunge – Dumbbell|3x8-15|60s|C|RPE7|dumbbell
---
D5:Arms[biceps,triceps,forearms]42min
1.Incline Inner Biceps Curl|3x10-15|60s|I|RPE10|dumbbell
2.Skull Crusher – Dumbbell|3x8-15|60s|C|RPE10|dumbbell
3.Seated Incline Front Raise – Dumbbell|3x10-15|60s|I|RPE9|dumbbell
4.Machine Preacher Curls|3x10-15|60s|I|RPE8|machine
5.Floor Press|3x8-15|60s|C|RPE10|barbell
6.Palms-Down Wrist Curl Over A Bench|3x10-15|60s|I|RPE8|barbell
---
PROG:Double progression: reps then weight
DELOAD:Week 12: active recovery only"
135,regular,"Create a 6-day strength program
[Context] Level: Advanced | Goal: Strength | Days: 6 | Body fat: 33.8% (obese) | Muscle mass: 37.2kg (average) | Equipment: other,kettlebells,dumbbell,medicine ball,barbell,body only,e-z curl bar,bands","PLAN:6d PPL x2|Strength|Advanced|4w
---
D1:Push A[chest,shoulders,triceps]53min
1.Hammer Grip Incline DB Bench Press|4x3-6|180s|C|RPE10|dumbbell
2.Incline Push-Up Wide|4x3-6|180s|C|RPE10|body only
3.One-Handed Shoulder Press – Landmine|4x3-6|180s|C|RPE7|barbell
4.Shoulder Press – Machine|4x3-6|180s|C|RPE8|machine
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE10|barbell
6.Straight Raises on Incline Bench|3x6-10|120s|I|RPE7|barbell
---
D2:Pull A[lats,middle back,biceps]66min
1.Leverage Iso Row|4x3-6|180s|C|RPE10|machine
2.Mixed Grip Chin|4x3-6|180s|C|RPE10|other
3.Side To Side Chins|4x3-6|180s|C|RPE10|other
4.London Bridges|4x3-6|180s|C|RPE8|other
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
6.Feet-Elevated Bulgarian Row – Ring|4x3-6|180s|C|RPE10|body only
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]69min
1.Dumbbell Squat To A Bench|4x3-6|180s|C|RPE9|dumbbell
2.Tire Flip|4x3-6|180s|C|RPE8|other
3.Band Good Morning (Pull Through)|4x3-6|180s|C|RPE7|bands
4.Single-Leg Romanian Deadlift – Landmine|4x3-6|180s|C|RPE8|barbell
5.Walking Lunge – Barbell|4x3-6|180s|C|RPE9|barbell
6.Barbell Step Ups|4x3-6|180s|C|RPE8|barbell
---
D4:Push B[chest,shoulders,triceps]44min
1.Eccentric Chest Press|4x3-6|180s|C|RPE9|body only
2.Pin Presses|4x3-6|180s|C|RPE7|barbell
3.Smith Machine Overhead Shoulder Press|4x3-6|180s|C|RPE8|machine
4.Two-Arm Kettlebell Military Press|4x3-6|180s|C|RPE9|kettlebells
5.Skull Crusher – Dumbbell|4x3-6|180s|C|RPE10|dumbbell
6.Barbell Incline Shoulder Raise|3x6-10|120s|I|RPE9|barbell
---
D5:Pull B[middle back,lats,biceps]67min
1.Alternating Renegade Row|4x3-6|180s|C|RPE10|kettlebells
2.Supine Chest Throw|4x3-6|180s|C|RPE7|medicine ball
3.Scapular Pull-Up|4x3-6|180s|C|RPE10|body only
4.Wide-Grip Rear Pull-Up|4x3-6|180s|C|RPE8|body only
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE8|kettlebells
6.Mixed Grip Chin|4x3-6|180s|C|RPE10|other
---
D6:Legs B[hamstrings,glutes,calves]57min
1.Power Clean from Blocks|4x3-6|180s|C|RPE9|barbell
2.Romanian Deadlift – Dumbbell|4x3-6|180s|C|RPE7|dumbbell
3.Lateral Lunge – Dumbbell|4x3-6|180s|C|RPE9|dumbbell
4.Walking Lunge – Barbell|4x3-6|180s|C|RPE10|barbell
5.Standing Leg Curl|3x6-10|120s|I|RPE7|machine
6.Calf Press On The Leg Press Machine|3x6-10|120s|I|RPE10|machine
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Week 4: reduce volume 40%, keep intensity"
136,regular,"Design a 6-day strength training split
[Context] Level: Advanced | Goal: Strength | Days: 6 | Feedback: much harder difficulty, rating 4.3, 25 sessions done | Equipment: dumbbell,exercise ball,barbell,medicine ball,kettlebells,bands,cable,body only","PLAN:6d PPL x2|Strength|Advanced|8w
FB:much harder pref,rating 4.3,25 sessions
---
D1:Push A[chest,shoulders,triceps]56min
1.Leg-Over Floor Press|4x3-6|180s|C|RPE10|kettlebells
2.Single-Arm Push-Up|4x3-6|180s|C|RPE8|body only
3.One-Arm Kettlebell Split Jerk|4x3-6|180s|C|RPE9|kettlebells
4.Bradford/Rocky Presses|4x3-6|180s|C|RPE7|barbell
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE9|barbell
6.Seated Incline Front Raise – Dumbbell|3x6-10|120s|I|RPE7|dumbbell
---
D2:Pull A[lats,middle back,biceps]53min
1.Inverted Row|4x3-6|180s|C|RPE10|body only
2.Alternating Renegade Row|4x3-6|180s|C|RPE9|kettlebells
3.Pullups|4x3-6|180s|C|RPE9|body only
4.Straight Arm Lat Pulldown|4x3-6|180s|C|RPE9|cable
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE7|kettlebells
6.Elevated Cable Rows|4x3-6|180s|C|RPE8|cable
---
D3:Legs A[quadriceps,hamstrings,glutes,calves]45min
1.Speed Box Squat|4x3-6|180s|C|RPE9|barbell
2.Jefferson Squats|4x3-6|180s|C|RPE9|barbell
3.Deadlift with Bands|4x3-6|180s|C|RPE9|barbell
4.Hang Snatch - Below Knees|4x3-6|180s|C|RPE7|barbell
5.Barbell Lunge|4x3-6|180s|C|RPE10|barbell
6.Lunge Pass Through|4x3-6|180s|C|RPE9|kettlebells
---
D4:Push B[chest,shoulders,triceps]40min
1.Decline Dumbbell Bench Press|4x3-6|180s|C|RPE8|dumbbell
2.Eccentric Chest Press|4x3-6|180s|C|RPE8|body only
3.Alternating Cable Shoulder Press|4x3-6|180s|C|RPE8|cable
4.Two-Arm Kettlebell Jerk|4x3-6|180s|C|RPE10|kettlebells
5.Skull Crusher – Barbell|4x3-6|180s|C|RPE10|barbell
6.Smith Incline Shoulder Raise|3x6-10|120s|I|RPE7|barbell
---
D5:Pull B[middle back,lats,biceps]56min
1.Upright Row - With Bands|4x3-6|180s|C|RPE8|bands
2.Upright Cable Row|4x3-6|180s|C|RPE9|cable
3.Wide-Grip Rear Pull-Up|4x3-6|180s|C|RPE10|body only
4.V-Bar Pulldown|4x3-6|180s|C|RPE7|cable
5.Bottoms-Up Clean From The Hang Position|4x3-6|180s|C|RPE7|kettlebells
6.Alternating Renegade Row|4x3-6|180s|C|RPE10|kettlebells
---
D6:Legs B[hamstrings,glutes,calves]40min
1.Double Kettlebell Alternating Hang Clean|4x3-6|180s|C|RPE8|kettlebells
2.Cable Deadlifts|4x3-6|180s|C|RPE10|cable
3.Lunge Pass Through|4x3-6|180s|C|RPE8|kettlebells
4.Elevated Back Lunge|4x3-6|180s|C|RPE7|barbell
5.Ball Leg Curl|3x6-10|120s|I|RPE9|exercise ball
6.Calf Raises - With Bands|3x6-10|120s|I|RPE9|bands
---
PROG:Increase reps before adding weight
DELOAD:Week 8: reduce volume 40%, keep intensity"
137,regular,"Create a 3-day weightloss program
[Context] Level: Beginner | Goal: WeightLoss | Days: 3 | Body fat: 13.1% (lean) | Muscle mass: 32.9kg (average) | Injuries: wrist(severe,8/10),ankle(severe,8/10) | Feedback: harder difficulty, rating 4.2, 53 sessions done | Equipment: body only,machine,dumbbell,bands,barbell","PLAN:3d Full Body x3|WeightLoss|Beginner|10w
INJ:wrist(severe,8/10):skip gripping exercises, use machines only;ankle(severe,8/10):skip standing lower body exercises
FB:harder pref,rating 4.2,53 sessions
---
D1:Full Body A[chest,lats,quadriceps,abdominals]43min
1.Isometric Pull-Up Hold|3x15-25|30s|I|RPE7|body only|*MODIFIED
2.Pullups|3x12-20|45s|C|RPE6|body only
3.Copenhagen Plank with Leg Lift|3x12-20|45s|C|RPE7|body only
4.One-Handed Shoulder Press – Landmine|3x12-20|45s|C|RPE8|barbell
5.Pullover – Barbell|3x15-25|30s|I|RPE8|barbell
6.Sled Pull|3x12-20|45s|C|RPE6|body only|*MODIFIED
---
D2:Full Body B[shoulders,middle back,hamstrings,biceps]52min
1.Seated Dumbbell Press|3x12-20|45s|C|RPE6|dumbbell
2.Smith Machine Overhead Shoulder Press|3x12-20|45s|C|RPE7|machine
3.Lateral Raise – Machine|3x15-25|30s|I|RPE7|machine
4.Middle Back Shrug|3x15-25|30s|I|RPE7|dumbbell
5.Prone Manual Hamstring|3x15-25|30s|I|RPE6|body only
6.Alternating Rope Wave|3x12-20|45s|C|RPE6|body only|*MODIFIED
---
D3:Full Body C[chest,lats,glutes,triceps]64min
1.Lying Dumbbell Tricep Extension|3x15-25|30s|I|RPE7|dumbbell
2.One-Handed Shoulder Press – Landmine|3x12-20|45s|C|RPE8|barbell
3.Bent-Arm Barbell Pullover|3x15-25|30s|I|RPE6|barbell
4.Sled Pull|3x12-20|45s|C|RPE6|body only|*MODIFIED
5.Speed Band Overhead Triceps|3x15-25|30s|I|RPE6|bands
---
PROG:Linear periodization: reduce reps weekly
DELOAD:Week 10: active recovery only"
138,regular,"Design a 5-day endurance training split
[Context] Level: Intermediate | Goal: Endurance | Days: 5 | Injuries: shoulder(severe,9/10) | Equipment: barbell,machine,body only,exercise ball","PLAN:5d Bro Split|Endurance|Intermediate|12w
INJ:shoulder(severe,9/10):skip all shoulder-dominant exercises
---
D1:Chest[chest,triceps]68min
1.Decline EZ Bar Triceps Extension|2x20-30|20s|I|RPE7|barbell
2.Burpee|3x15-25|30s|C|RPE10|body only|*MODIFIED
3.Standing Overhead Barbell Triceps Extension|2x20-30|20s|I|RPE8|barbell
---
D2:Back[lats,middle back,biceps]42min
1.Barbell Rear Delt Row|2x20-30|20s|I|RPE9|barbell|*MODIFIED
2.Rear Delt Row – Barbell|2x20-30|20s|I|RPE10|barbell|*MODIFIED
3.Bent-Arm Barbell Pullover|2x20-30|20s|I|RPE8|barbell
4.Isometric Pull-Up Hold|2x20-30|20s|I|RPE8|body only|*MODIFIED
5.Wrist Curl – Barbell|2x20-30|20s|I|RPE9|barbell
6.Curl – Bodyweight|2x20-30|20s|I|RPE9|body only
---
D3:Shoulders[shoulders,abdominals]43min
1.Janda Sit-Up|2x20-30|20s|I|RPE9|body only
2.Front Hold – Plate|3x15-25|30s|C|RPE7|body only|*MODIFIED
3.Hanging Pike|3x15-25|30s|C|RPE7|body only
---
D4:Legs[quadriceps,hamstrings,glutes,calves]64min
1.Hack Squat|3x15-25|30s|C|RPE8|machine
2.Squat with Plate Movers|3x15-25|30s|C|RPE9|barbell
3.Glute Kickback – Machine|2x20-30|20s|I|RPE10|machine
4.Butt Lift (Bridge)|2x20-30|20s|I|RPE10|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE10|body only
6.Bodyweight Walking Lunge|3x15-25|30s|C|RPE8|body only
---
D5:Arms[biceps,triceps,forearms]41min
1.Close-Grip Standing Barbell Curl|2x20-30|20s|I|RPE7|barbell
2.Incline Barbell Triceps Extension|2x20-30|20s|I|RPE9|barbell
3.Preacher Curl – Barbell|2x20-30|20s|I|RPE7|barbell
4.Standing Overhead Barbell Triceps Extension|2x20-30|20s|I|RPE7|barbell
5.One-Handed Plate Pinch|3x15-25|30s|C|RPE8|body only
---
PROG:Add 1 rep per set each week
DELOAD:Week 12: reduce volume 40%, keep intensity"
139,regular,"Generate a 5-day endurance workout plan
[Context] Level: Beginner | Goal: Endurance | Days: 5 | Injuries: upper_back(mild,2/10) | Feedback: harder difficulty, rating 3.1, 48 sessions done | Equipment: e-z curl bar,medicine ball,other,bands,body only","PLAN:5d ULPPL|Endurance|Beginner|6w
INJ:upper_back(mild,2/10):limit rowing volume
FB:harder pref,rating 3.1,48 sessions
---
D1:Upper[chest,lats,triceps,biceps]59min
1.Bodyweight Flyes|2x20-30|20s|I|RPE7|e-z curl bar
2.Isometric Chest Squeezes|2x20-30|20s|I|RPE6|body only
3.Supine Chest Throw|3x15-25|30s|C|RPE8|medicine ball
4.Supine One-Arm Overhead Throw|3x15-25|30s|C|RPE6|medicine ball
5.Body-Up|2x20-30|20s|I|RPE7|body only
6.EZ-Bar Curl|2x20-30|20s|I|RPE6|e-z curl bar
---
D2:Lower[quadriceps,hamstrings,glutes,calves]69min
1.Standing Long Jump|3x15-25|30s|C|RPE6|body only
2.Single-Leg High Box Squat|3x15-25|30s|C|RPE7|other
3.Hyperextensions (Back Extensions)|2x20-30|20s|I|RPE7|other
4.Back Extension|2x20-30|20s|I|RPE7|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE8|body only
6.Shallow Lunge – Bodyweight|3x15-25|30s|C|RPE6|body only
---
D3:Push[chest,shoulders,triceps]49min
1.Isometric Chest Squeezes|2x20-30|20s|I|RPE8|body only
2.One-Handed Standing Chest Fly – Band|2x20-30|20s|I|RPE7|bands
3.Crucifix|2x20-30|20s|I|RPE6|other
4.Return Push from Stance|3x15-25|30s|C|RPE7|medicine ball
5.EZ-Bar Skullcrusher|2x20-30|20s|I|RPE7|e-z curl bar
6.Lateral Raise - With Bands|2x20-30|20s|I|RPE6|bands
---
D4:Pull[lats,middle back,biceps]42min
1.Monkey Row|3x15-25|30s|C|RPE8|body only
2.Underhand Grip Inverted Row|3x15-25|30s|C|RPE6|body only|*MONITOR
3.Isometric Pull-Up Hold|2x20-30|20s|I|RPE7|body only|*MONITOR
4.Kipping Muscle Up|3x15-25|30s|C|RPE6|other|*MONITOR
5.Concentration Curl|2x20-30|20s|I|RPE6|body only
6.Catch and Overhead Throw|3x15-25|30s|C|RPE8|medicine ball|*MONITOR
---
D5:Legs[quadriceps,hamstrings,glutes,calves]42min
1.Single Leg Push-off|3x15-25|30s|C|RPE6|other
2.Standing Long Jump|3x15-25|30s|C|RPE6|body only
3.Quadruped Hip Extension|2x20-30|20s|I|RPE8|body only
4.Butt Lift (Bridge)|2x20-30|20s|I|RPE7|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE8|body only
6.Feet-Elevated Bulgarian Row – Ring|3x15-25|30s|C|RPE7|body only|*MONITOR
---
PROG:Double progression: reps then weight
DELOAD:Every 3 weeks: half volume"
140,regular,"Generate a 4-day muscle workout plan
[Context] Level: Advanced | Goal: Muscle | Days: 4 | Body fat: 9.9% (lean) | Muscle mass: 22.6kg (low) | Equipment: other,body only,machine,bands","PLAN:4d PPLA|Muscle|Advanced|8w
---
D1:Push[chest,shoulders,triceps]40min
1.Isometric Wipers|3x10-15|60s|I|RPE9|body only
2.Chest Fly – Machine|3x10-15|60s|I|RPE9|machine
3.Battling Ropes|3x8-12|90s|C|RPE9|other
4.Crucifix|3x10-15|60s|I|RPE8|other
5.Chain Handle Extension|3x10-15|60s|I|RPE7|other
6.Leverage Decline Chest Press|3x8-12|90s|C|RPE8|machine
---
D2:Pull[lats,middle back,biceps]58min
1.Smith Machine Bent Over Row|3x8-12|90s|C|RPE8|machine
2.Suspended Row|3x8-12|90s|C|RPE10|other
3.V-Bar Pullup|3x8-12|90s|C|RPE8|body only
4.Band Assisted Pull-Up|3x8-12|90s|C|RPE7|bands
5.Machine Preacher Curls|3x10-15|60s|I|RPE8|machine
6.London Bridges|3x8-12|90s|C|RPE9|other
---
D3:Legs[quadriceps,hamstrings,glutes,calves]50min
1.Tire Flip|3x8-12|90s|C|RPE10|other
2.Smith Machine Squat|3x8-12|90s|C|RPE9|machine
3.One-Leg Prone Hip Extension|3x10-15|60s|I|RPE8|body only
4.Standing Glute Kickback – Machine|3x10-15|60s|I|RPE7|machine
5.Shallow Lunge – Bodyweight|3x8-12|90s|C|RPE9|body only
6.Feet-Elevated Bulgarian Row – Ring|3x8-12|90s|C|RPE8|body only
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]67min
1.Wrist Roller|3x10-15|60s|I|RPE7|other
2.Sled Overhead Triceps Extension|3x10-15|60s|I|RPE10|other
3.Lateral Raise – Machine|3x10-15|60s|I|RPE9|machine
4.Weighted Sit-Ups - With Bands|3x10-15|60s|I|RPE8|bands
5.Eccentric Bicep Curl – Machine|3x10-15|60s|I|RPE7|machine
6.Body-Up|3x10-15|60s|I|RPE9|body only
---
PROG:Increase reps before adding weight
DELOAD:Week 8: active recovery only"
141,regular,"Build a 4 day endurance routine
[Context] Level: Advanced | Goal: Endurance | Days: 4 | Body fat: 15.0% (normal) | Muscle mass: 32.0kg (average) | Feedback: harder difficulty, rating 3.9, 32 sessions done | Equipment: other,medicine ball,body only,dumbbell,machine,kettlebells,barbell,cable","PLAN:4d PPLA|Endurance|Advanced|4w
FB:harder pref,rating 3.9,32 sessions
---
D1:Push[chest,shoulders,triceps]64min
1.Incline Cable Flye|2x20-30|20s|I|RPE10|cable
2.Cable Iron Cross|2x20-30|20s|I|RPE7|cable
3.Crucifix|2x20-30|20s|I|RPE7|other
4.Split Jerk|3x15-25|30s|C|RPE10|barbell
5.Cable Lying Triceps Extension|2x20-30|20s|I|RPE10|cable
6.Isometric Chest Squeezes|2x20-30|20s|I|RPE8|body only
---
D2:Pull[lats,middle back,biceps]70min
1.Barbell Rear Delt Row|2x20-30|20s|I|RPE10|barbell
2.Bent Over Dumbbell Rear Delt Raise With Head On Bench|2x20-30|20s|I|RPE7|dumbbell
3.Rope Straight-Arm Pulldown|2x20-30|20s|I|RPE7|cable
4.Straight-Arm Pulldown|2x20-30|20s|I|RPE10|cable
5.Machine Preacher Curls|2x20-30|20s|I|RPE10|machine
6.Wide Grip Seated Row – Cable|3x15-25|30s|C|RPE8|cable
---
D3:Legs[quadriceps,hamstrings,glutes,calves]62min
1.Front Box Jump|3x15-25|30s|C|RPE8|other
2.Jerk Dip Squat|3x15-25|30s|C|RPE8|barbell
3.Standing Glute Kickback – Machine|2x20-30|20s|I|RPE7|machine
4.Quadruped Hip Extension|2x20-30|20s|I|RPE10|body only
5.Step-up with Knee Raise|2x20-30|20s|I|RPE9|body only
6.Dumbbell Step Ups|3x15-25|30s|C|RPE10|dumbbell
---
D4:Arms + Abs[biceps,triceps,shoulders,abdominals]53min
1.Machine Bicep Curl|2x20-30|20s|I|RPE8|machine
2.One-Handed Overhead Tricep Extension – Dumbbell|2x20-30|20s|I|RPE9|dumbbell
3.Reverse Flyes With External Rotation|2x20-30|20s|I|RPE10|dumbbell
4.Hanging Leg Raise|2x20-30|20s|I|RPE9|body only
5.Incline Hammer Curls|2x20-30|20s|I|RPE9|dumbbell
6.One Arm Floor Press|3x15-25|30s|C|RPE10|barbell
---
PROG:Increase reps before adding weight
DELOAD:Week 4: reduce volume 40%, keep intensity"
